comment_id,clean_text,normalized_text,suggested_label,sentiment_label,manual_label
UgzAKYSyz33hC3WHyV54AaABAg,hore,hore,,unknown,
Ugw8ct_I8ky3ansXtip4AaABAg,erik pecat,erik pecat,pssi_management,unknown,
UgzEjfrfdEMPnqDXOVZ4AaABAg,di rezim jokowi semua bisa di rekayasa,rezim jokowi rekayasa,,unknown,
UgxbrSWyPQfwuh-SaoZ4AaABAg,ini perita paling biyadap,perita biyadap,,unknown,
UgzvpQ1auZlguZqo_Sp4AaABAg,betul apa kata msase alif kita mulai dari paud kecil,msase alif paud,,unknown,
UgyiS_Is6tRipqIpUTF4AaABAg,begi yang bikin tidak suka bola dikaitkan politik,begi bikin suka bola kait politik,,unknown,
UgzJ756epO56yZo0XKp4AaABAg,proyek mercusuar dan legasi sang mantan ke akhirnya ikut tumbang digilas saudi dan irak,proyek mercusuar legasi sang mantan tumbang gilas saudi irak,,unknown,
Ugwm7R-sbKXOe4x3nb14AaABAg,indo dan israel nasibe sama soal soccer,indo israel nasibe soccer,,unknown,
UgyygxENf1yC0LLWGzh4AaABAg,petrik ke laut aja temenin spongebob,trik laut aja temenin spongebob,,unknown,
Ugxi8CLNsfsovrnwjxd4AaABAg,ketahuan politisasi olah raga,tahu politisasi olah raga,,unknown,
UgySw5_V3Zm9B7x0jAd4AaABAg,diakui dia pulak ya dia yang buat,aku pulak,,unknown,
Ugzk8dl1XSkIPT9wF854AaABAg,baru x ini komen tmn sngt jos,x komen tmn sngt jos,,unknown,
UgzBgeqCe3LMKuUUPAt4AaABAg,banyakan ketawa kyk roy suryo waktunya minum obat kyknya,banyak ketawa kyk roy suryo minum obat kyknya,,unknown,
UgxmBc-bcM1dA7M8mAF4AaABAg,saya udah bilang utamakan pembinaan usia dini bukan naturalisasi,udah bilang utama bina usia naturalisasi,,unknown,
UgybrVU1nskF_YXmiQV4AaABAg,kebenaran menemukan jalan nya,benar temu jalan nya,,unknown,
UgwX_QyCYcj3dVNXw6F4AaABAg,kembalikan sepak bola ke habitat nya,kembali sepak bola habitat nya,,unknown,
UgwlPg2fHpQbouH1JzF4AaABAg,mirip roy suryo dan tifa ini cara berpikirnya,roy suryo tifa pikir,,unknown,
UgxavbsZe1fFEbVohEd4AaABAg,o gitu ya we,o gitu we,,unknown,
UgySD-gXkXXC3kmEYiB4AaABAg,kasihan sekali mantan santri kx kyk gini,kasihan mantan santri kx kyk gin,,unknown,
UgwBsYCTckpOQlNxYJ54AaABAg,pelatih kutukuptep,latih kutukuptep,coaching_staff,unknown,
UgytS5oVHoY_BCOLD6d4AaABAg,padahal udah nyiapin naskah dan juru kamera,udah nyiapin naskah juru kamera,,unknown,
UgxwKsEuVU18cRynlU14AaABAg,b tul percuma klok bola cuman d jadikan alat politik,b tul klok bola cuman d jadi alat politik,,unknown,
Ugw8ioB1JuFCLthQSRh4AaABAg,sabar,sabar,,unknown,
UgzdhNcT7vbMJRV8ie14AaABAg,tepok tangan semua,tepok tangan,,unknown,
UgwuFEfGFG_cvmkyjIV4AaABAg,selamat malam cong alif salam dari lumajang,selamat malam cong alif salam lumajang,,unknown,
Ugz1fY7CpWqma4Olk-54AaABAg,terlalu bnyak vmcengengesan mas alif drpd intinya,bnyak vmcengengesan mas alif drpd inti,,unknown,
Ugyj-JQuoM9dYme1BaF4AaABAg,kalau ini benar trimah kasih buat presiden fifa,trimah kasih presiden fifa,,unknown,
Ugw-S4X_UK-Sy-ukU314AaABAg,semoga benar britanya,moga britanya,future_hope,unknown,
UgwAFmyIUqSBIhTKzaR4AaABAg,alhamdulillahirobil alamin kami senang kalo ind v irak fifa mampuh menegakan kebenaran,alhamdulillahirobil alamin senang kalo ind v irak fifa mampuh tega benar,,unknown,
UgzT1bcUpPtWJqhcj9Z4AaABAg,itu bru aturan yang jelas harus keadilan di tegakan dalam aturan bola di seluru dunia,bru atur adil tega atur bola seluru dunia,,unknown,
UgwwPZva9Uv6bsY3LD14AaABAg,alkhamdulillaah yaa allah,alkhamdulillaah yaa allah,,unknown,
UgweL4HP641Pu8VbCZN4AaABAg,amin ya allah harga sebuah kebenaran luar biasa,amin allah harga benar,,unknown,
UgwW4w8JaK-Q1VNNdu94AaABAg,indonesia,indonesia,patriotic_sadness,unknown,
UgxSvJKWCTt88lOaA5x4AaABAg,semoga saja benar,moga,future_hope,unknown,
UgwcaZw3Pxt50vhE-b94AaABAg,dimanapun keputusan juri soal kekenangan tidak akan bisa berubah,mana putus juri kenang ubah,,unknown,
UgwmbIVPUN8UsdGJmVx4AaABAg,alhamdulillah aamiin,alhamdulillah aamiin,,unknown,
UgwHcaK03pE3vh7Z6Kt4AaABAg,alhamdullilah yang di tunggu benar ga ya ini jangan hanya kontain aja ya,alhamdullilah tunggu ga kontain aja,,unknown,
UgxpHif2Xt23ZL-4LNh4AaABAg,mustahil,mustahil,,unknown,
Ugy2d_gxA83GyS1jrm94AaABAg,semoga benar ada nya,moga nya,future_hope,unknown,
UgzZO0AcXhGTo_9Zdat4AaABAg,harapan saya benar semoga benar,harap moga,future_hope,unknown,
Ugz1OZHvzyaksr_9Hex4AaABAg,alhamdhulillah masuk pildun dunia terbakik,alhamdhulillah masuk pildun dunia bakik,,unknown,
UgzFm5HcXb4CrpAKO8p4AaABAg,aku melok ngguyu,lok ngguyu,,unknown,
UgyCoQno62nt_7mVO094AaABAg,alhamdulillah,alhamdulillah,,unknown,
Ugw0tAjCiTY1YplY_2J4AaABAg,klu memang betul itu naru fifa bersih,klu naru fifa bersih,,unknown,
UgwTbu3Ure8a-nPRKG54AaABAg,wobravofifalangkahtegas,wobravofifalangkahtegas,,unknown,
UgynJWUBTDKlBS0PynZ4AaABAg,biar laris deh,biar laris deh,,unknown,
UgwFtAPFf2lfb5n_5mV4AaABAg,tayangkan dong degn resminklo mang bener kits sangat bersyukir bila inberitsabini bwenar,tayang degn resminklo mang bener kits bersyukir inberitsabini bwenar,,unknown,
UgywH3wHv050_xDkdhh4AaABAg,parah min omon aj low dh nangis,parah min omon aj low dh nang,negative_criticism,unknown,
UgzKtS7MBtZX7QgP8KV4AaABAg,jangan suka bikin hoks bisa di tuntut nanti,suka bikin hoks tuntut,,unknown,
UgyY8pPpxOrrhMTAj3F4AaABAg,dimanakah laga pertandingan sepak bola ditempat yang netral,mana laga tanding sepak bola tempat netral,,unknown,
Ugwq5GThzXJy0SwflSx4AaABAg,wahai natizen yang benarlah di berita ini,natizen berita,,unknown,
UgzrBZT7Qp26JsgNGHV4AaABAg,hoaxnya jangan gitu bung klu bikin konten,hoaxnya gitu klu bikin konten,,unknown,
Ugy2zv0HbpCwIuD1oKN4AaABAg,mudah han bener,mudah han bener,,unknown,
Ugwkb9FL6hocXrijAN94AaABAg,aamiin yra,aamiin yra,,unknown,
Ugy687b__t8D2zkJ9Jh4AaABAg,demi uang apapun di halalkan berbohong udah jadi sarapan tiap hari demi cuan,uang apa halal bohong udah sarap cuan,,unknown,
UgxN_Ca1HKr57uazGU14AaABAg,bang jangan mancing perkara lahh,bang mancing perkara lahh,,unknown,
UgwdSnipF0AEQdaZy254AaABAg,fifa harus mencabut lisensi wasitaning dari tiongkok,fifa cabut lisensi wasitaning tiongkok,,unknown,
UgyNOUMjiRzTyu6MJgR4AaABAg,hebat juga kalau ini tidak hoax,hebat hoax,,unknown,
UgxHjG0ecZLNQ2ODKDt4AaABAg,tidak ada s jarah piala dunia pertandingan di ulang,s jarah piala dunia tanding ulang,,unknown,
UgyHa3RnlJJbmriX83F4AaABAg,belum ada berita di tv,berita tv,,unknown,
UgwZ_M2h81OFFX90YJ94AaABAg,benar aoa hoxk,aoa hoxk,,unknown,
UgylMwU_0K2LE89qBSh4AaABAg,betul sekali ternyata mimpi,mimpi,,unknown,
UgwUUEvFADjWRSyBZPV4AaABAg,buktiin donk,buktiin donk,,unknown,
Ugw4RguBbXYkJV8sQll4AaABAg,benar kah apa berita inj,berita inj,,unknown,
UgxvEu2jqb5TkfpnTmN4AaABAg,ini berita buat th,berita th,,unknown,
UgwOwf8C9hBe9666HIJ4AaABAg,ya bang bener yutub ga benar laporin aza,bang bener yutub ga laporin aza,,unknown,
Ugxa0nP048xWzC-THgB4AaABAg,betul t berita ini,t berita,,unknown,
UgyQCNJ5BEVY6iPd2R94AaABAg,suarakan terus kebohonganmu netisen sudah malas mendengarnya,suara bohong netisen malas dengar,,unknown,
Ugw7QRCUKc1s8iyb0wB4AaABAg,bat brita yang amanah dog,bat brita amanah dog,,unknown,
Ugxj0wTFZ7WwK0qpP8R4AaABAg,klo memang bener coba buktikan,klo bener coba bukti,,unknown,
UgwFxkTST652vDq3OcR4AaABAg,katanya erling halland sudah dinaturalisasi ternyata hoax,erling halland naturalisasi hoax,,unknown,
Ugyl-NH0Dd9JIBUrYfB4AaABAg,benakah beieta dr yutob ini atau hanya sekedar hiburan luar biasa,bena beieta dr yutob dar hibur,,unknown,
UgxoNRTWHF3dEqyfaQZ4AaABAg,ini bemar ndak ya apa hanya seandainya,bar ndak anda,,unknown,
UgzzUY-gKigvAtQKYWF4AaABAg,benarkah berita ini,berita,,unknown,
UgzAsX1B_0M80D7cAwp4AaABAg,kadang informasi brita ko tidak independen sperti anak kecil yang lagi blajar eting senitron,kadang informasi brita ko independen sperti anak blajar eting senitron,,unknown,
UgyFCj5vQ8wYQ351qNd4AaABAg,misal cari uang dengan cara yang benar bisa nggak min sepertinya admin kurang obat,cari uang min admin obat,,unknown,
UgwY7HVH36RhGWxb0zd4AaABAg,brita setiap tentang bola pasti hoak apa ga ada nerita yang jujur dan endependen,brita bola hoak ga nerita jujur endependen,,unknown,
UgyECvfEC4OEJ2PuuVR4AaABAg,bos hatihati ngasih lmpo,bos hatihati ngasih lmpo,,unknown,
Ugy_ATfTIdlSs3PynRF4AaABAg,bohng itu dosa besar bos,bohng dosa bos,,unknown,
UgwqUTgfWtC7Ni8mJmF4AaABAg,sudah banyak berita bohong seperti ini kok masih ada juga ya,berita bohong,,unknown,
UgzakvrjJlqijTeZzHp4AaABAg,klo bikin brita t yang bnr dosa t bohongi orang banyak,klo bikin brita t bnr dosa t bohong orang,,unknown,
UgyqZxl2D4zLGUN3cI14AaABAg,ini berita fix,berita fix,,unknown,
Ugzanqwok79qES2ej8t4AaABAg,ini mimpi betul betul mimpii alias hoak,mimpi mimpi alias hoak,,unknown,
Ugx7uYium9QU2pfUkpN4AaABAg,maka y siapa yang punya link resmi fifa kah,y link resmi fifa,,unknown,
UgygJrn3prmzAsjETCl4AaABAg,ingetin aj canelnya gt sport kebanyakan hoax,ingetin aj canelnya gt sport banyak hoax,,unknown,
UgwqgX2ygdAwpDZ-7Hl4AaABAg,jangan hoax ni yutub supaya banyak yang liat,hoax ni yutub liat,,unknown,
UgyW1IjC7npbrT-EM8p4AaABAg,berita gedabrus,berita gedabrus,,unknown,
UgxY780xWqcu-sUrp8N4AaABAg,benar apa hoak y pak,hoak y,,unknown,
Ugxp2sDs6KGZmWHA7tp4AaABAg,jangan mau di bohongi kalian semua mn bisa,bohong mn,,unknown,
UgxWGUJ07GS2nT2VkhV4AaABAg,betul apa tidak berita ini,berita,,unknown,
UgzTxYDPIqvGvSZNa8d4AaABAg,betul ka ini atau hoax,ka hoax,,unknown,
Ugyfjf2g-7V359XbBMF4AaABAg,mendem gadung min sadar min,mendem gadung min sadar min,,unknown,
UgyMro5Ab-udD_SUs1t4AaABAg,al ain leagues fc u senior terbaru rumors uea,al ain leagues fc u senior baru rumors uea,,unknown,
Ugy2FJ30zwHsLvh_W9F4AaABAg,inter milan fc u senior terbaru rumors,inter mil fc u senior baru rumors,,unknown,
UgxWPsyELxClg8dbmHd4AaABAg,slot asia kok bisa lebih sedikit ya ketimbang afrika,slot asia ketimbang afrika,,unknown,
UgyIAfnkIDhJDnJXYuJ4AaABAg,seharusnya concacaf dan conmebol harus di jadikan satu tiket,concacaf conmebol jadi tiket,,unknown,
UgxcSlR1yf8F7bw45Dh4AaABAg,al hilal fc u senior,al hilal fc u senior,,unknown,
UgwT7FOR9H156QyMkmx4AaABAg,selangor fa city u,selangor fa city u,,unknown,
Ugw8IrLfFiBePINNQ6l4AaABAg,psg fc u senior terbaru rumors perancis leagues,psg fc u senior baru rumors perancis leagues,,unknown,
UgyuT-nLFZPrtbpn33t4AaABAg,c a fc u,c a fc u,,unknown,
Ugz0hhT94_MUjNH8SDd4AaABAg,liga maroko fc u senior,liga maroko fc u senior,,unknown,
Ugy2-y-ucahcQOQIP5Z4AaABAg,a city fc u senior selandia baru terbaru rumors,a city fc u senior selandia baru rumors,,unknown,
UgzD1EarTZLUCpL-Clt4AaABAg,liga kanda leagues fc u senior terbaru rumors,liga kanda leagues fc u senior baru rumors,,unknown,
UgyswWDuy3Dt0pbt-nd4AaABAg,butiram united fc,butiram united fc,,unknown,
UgwZFDxf8k-wyBnKs514AaABAg,chelsea fc,chelsea fc,,unknown,
UgyG6mdSJEnVZF1US3d4AaABAg,fc dallas fc,fc dallas fc,,unknown,
Ugyxmgi7ZH88Xo0j8Lh4AaABAg,air force fc,air force fc,,unknown,
UgwBYUmciCkjheofwDV4AaABAg,a h fc iran,a h fc iran,,unknown,
UgyHJuvq832m6DFFIBx4AaABAg,jago gue japan,jago gue japan,,unknown,
Ugzjj8Mmy0IsPqBAK794AaABAg,liga serbia leagues terbaru rumors fc u senior,liga serbia leagues baru rumors fc u senior,,unknown,
UgwrhuUobye9wNE54GZ4AaABAg,hadir bos q,hadir bos q,,unknown,
UgwnDAnVNq25mCT6ldJ4AaABAg,spongebob maaf iran dan israel,spongebob maaf iran israel,,unknown,
UgxHnka6_Ovd5am4kkV4AaABAg,piala dunia abal abal,piala dunia abal abal,,unknown,
Ugx0Z6SpmqsUaMhZQyZ4AaABAg,kembalikan sty,kembali sty,coaching_staff,unknown,
Ugwyvt1tFDtF9zHJqrd4AaABAg,shintaeyong,shintaeyong,,unknown,
UgyqNmOVmL_9DLmusCZ4AaABAg,saya setuju banget,tuju banget,,unknown,
UgxVITmMzpURphYrrPV4AaABAg,setuju mapia harus out,tuju mapia out,,unknown,
UgzKD-r90hYe8QvETI14AaABAg,pejabat atau apa namanya kalau ada kasus yang menjadi tanggung jawabnys terus mundur itu hanya ada di negeri yang rakyatnya menjujung tinggi moral dan etika bukan di negeri yang di penuhi oleh culas koruptor dan penjilat,jabat nama tanggung jawabnys mundur negeri rakyat menjujung moral etika negeri penuh culas koruptor jilat,,unknown,
UgwAu8xBTZavZ4s_b214AaABAg,gua setuju,gua tuju,,unknown,
UgxanibUnNvl8uVIVpZ4AaABAg,pret info hoax,pret info hoax,,unknown,
UgzV3Aj8KdAj7vOLbQ54AaABAg,bedebah dengan rangking fifa,bedebah rangking fifa,,unknown,
UgyMro5Ab-udD_SUs1t4AaABAg,al ain leagues fc u senior terbaru rumors uea,al ain leagues fc u senior baru rumors uea,,unknown,
Ugy2FJ30zwHsLvh_W9F4AaABAg,inter milan fc u senior terbaru rumors,inter mil fc u senior baru rumors,,unknown,
UgxWPsyELxClg8dbmHd4AaABAg,slot asia kok bisa lebih sedikit ya ketimbang afrika,slot asia ketimbang afrika,,unknown,
UgyIAfnkIDhJDnJXYuJ4AaABAg,seharusnya concacaf dan conmebol harus di jadikan satu tiket,concacaf conmebol jadi tiket,,unknown,
UgxcSlR1yf8F7bw45Dh4AaABAg,al hilal fc u senior,al hilal fc u senior,,unknown,
UgwT7FOR9H156QyMkmx4AaABAg,selangor fa city u,selangor fa city u,,unknown,
Ugw8IrLfFiBePINNQ6l4AaABAg,psg fc u senior terbaru rumors perancis leagues,psg fc u senior baru rumors perancis leagues,,unknown,
UgyuT-nLFZPrtbpn33t4AaABAg,c a fc u,c a fc u,,unknown,
Ugz0hhT94_MUjNH8SDd4AaABAg,liga maroko fc u senior,liga maroko fc u senior,,unknown,
Ugy2-y-ucahcQOQIP5Z4AaABAg,a city fc u senior selandia baru terbaru rumors,a city fc u senior selandia baru rumors,,unknown,
UgzD1EarTZLUCpL-Clt4AaABAg,liga kanda leagues fc u senior terbaru rumors,liga kanda leagues fc u senior baru rumors,,unknown,
UgyswWDuy3Dt0pbt-nd4AaABAg,butiram united fc,butiram united fc,,unknown,
UgwZFDxf8k-wyBnKs514AaABAg,chelsea fc,chelsea fc,,unknown,
UgyG6mdSJEnVZF1US3d4AaABAg,fc dallas fc,fc dallas fc,,unknown,
Ugyxmgi7ZH88Xo0j8Lh4AaABAg,air force fc,air force fc,,unknown,
UgwBYUmciCkjheofwDV4AaABAg,a h fc iran,a h fc iran,,unknown,
UgyHJuvq832m6DFFIBx4AaABAg,jago gue japan,jago gue japan,,unknown,
Ugzjj8Mmy0IsPqBAK794AaABAg,liga serbia leagues terbaru rumors fc u senior,liga serbia leagues baru rumors fc u senior,,unknown,
UgwrhuUobye9wNE54GZ4AaABAg,hadir bos q,hadir bos q,,unknown,
UgwnDAnVNq25mCT6ldJ4AaABAg,spongebob maaf iran dan israel,spongebob maaf iran israel,,unknown,
UgxHnka6_Ovd5am4kkV4AaABAg,piala dunia abal abal,piala dunia abal abal,,unknown,
Ugx0Z6SpmqsUaMhZQyZ4AaABAg,kembalikan sty,kembali sty,coaching_staff,unknown,
Ugwyvt1tFDtF9zHJqrd4AaABAg,shintaeyong,shintaeyong,,unknown,
UgyqNmOVmL_9DLmusCZ4AaABAg,saya setuju banget,tuju banget,,unknown,
UgxVITmMzpURphYrrPV4AaABAg,setuju mapia harus out,tuju mapia out,,unknown,
UgzKD-r90hYe8QvETI14AaABAg,pejabat atau apa namanya kalau ada kasus yang menjadi tanggung jawabnys terus mundur itu hanya ada di negeri yang rakyatnya menjujung tinggi moral dan etika bukan di negeri yang di penuhi oleh culas koruptor dan penjilat,jabat nama tanggung jawabnys mundur negeri rakyat menjujung moral etika negeri penuh culas koruptor jilat,,unknown,
UgwAu8xBTZavZ4s_b214AaABAg,gua setuju,gua tuju,,unknown,
UgxanibUnNvl8uVIVpZ4AaABAg,pret info hoax,pret info hoax,,unknown,
UgzV3Aj8KdAj7vOLbQ54AaABAg,bedebah dengan rangking fifa,bedebah rangking fifa,,unknown,
UgyMro5Ab-udD_SUs1t4AaABAg,al ain leagues fc u senior terbaru rumors uea,al ain leagues fc u senior baru rumors uea,,unknown,
Ugy2FJ30zwHsLvh_W9F4AaABAg,inter milan fc u senior terbaru rumors,inter mil fc u senior baru rumors,,unknown,
UgxWPsyELxClg8dbmHd4AaABAg,slot asia kok bisa lebih sedikit ya ketimbang afrika,slot asia ketimbang afrika,,unknown,
UgyIAfnkIDhJDnJXYuJ4AaABAg,seharusnya concacaf dan conmebol harus di jadikan satu tiket,concacaf conmebol jadi tiket,,unknown,
UgxcSlR1yf8F7bw45Dh4AaABAg,al hilal fc u senior,al hilal fc u senior,,unknown,
UgwT7FOR9H156QyMkmx4AaABAg,selangor fa city u,selangor fa city u,,unknown,
Ugw8IrLfFiBePINNQ6l4AaABAg,psg fc u senior terbaru rumors perancis leagues,psg fc u senior baru rumors perancis leagues,,unknown,
UgyuT-nLFZPrtbpn33t4AaABAg,c a fc u,c a fc u,,unknown,
Ugz0hhT94_MUjNH8SDd4AaABAg,liga maroko fc u senior,liga maroko fc u senior,,unknown,
Ugy2-y-ucahcQOQIP5Z4AaABAg,a city fc u senior selandia baru terbaru rumors,a city fc u senior selandia baru rumors,,unknown,
UgzD1EarTZLUCpL-Clt4AaABAg,liga kanda leagues fc u senior terbaru rumors,liga kanda leagues fc u senior baru rumors,,unknown,
UgyswWDuy3Dt0pbt-nd4AaABAg,butiram united fc,butiram united fc,,unknown,
UgwZFDxf8k-wyBnKs514AaABAg,chelsea fc,chelsea fc,,unknown,
UgyG6mdSJEnVZF1US3d4AaABAg,fc dallas fc,fc dallas fc,,unknown,
Ugyxmgi7ZH88Xo0j8Lh4AaABAg,air force fc,air force fc,,unknown,
UgwBYUmciCkjheofwDV4AaABAg,a h fc iran,a h fc iran,,unknown,
UgyHJuvq832m6DFFIBx4AaABAg,jago gue japan,jago gue japan,,unknown,
Ugzjj8Mmy0IsPqBAK794AaABAg,liga serbia leagues terbaru rumors fc u senior,liga serbia leagues baru rumors fc u senior,,unknown,
UgwrhuUobye9wNE54GZ4AaABAg,hadir bos q,hadir bos q,,unknown,
UgwnDAnVNq25mCT6ldJ4AaABAg,spongebob maaf iran dan israel,spongebob maaf iran israel,,unknown,
UgxHnka6_Ovd5am4kkV4AaABAg,piala dunia abal abal,piala dunia abal abal,,unknown,
Ugx0Z6SpmqsUaMhZQyZ4AaABAg,kembalikan sty,kembali sty,coaching_staff,unknown,
Ugwyvt1tFDtF9zHJqrd4AaABAg,shintaeyong,shintaeyong,,unknown,
UgyqNmOVmL_9DLmusCZ4AaABAg,saya setuju banget,tuju banget,,unknown,
UgxVITmMzpURphYrrPV4AaABAg,setuju mapia harus out,tuju mapia out,,unknown,
UgzKD-r90hYe8QvETI14AaABAg,pejabat atau apa namanya kalau ada kasus yang menjadi tanggung jawabnys terus mundur itu hanya ada di negeri yang rakyatnya menjujung tinggi moral dan etika bukan di negeri yang di penuhi oleh culas koruptor dan penjilat,jabat nama tanggung jawabnys mundur negeri rakyat menjujung moral etika negeri penuh culas koruptor jilat,,unknown,
UgwAu8xBTZavZ4s_b214AaABAg,gua setuju,gua tuju,,unknown,
Ugw7WYdvU6KH3yVhkAh4AaABAg,gw ngerasa ini konten cocok buat semua umur aman sehat tapi tetep seru,gw ngerasa konten cocok umur aman sehat tetep seru,,unknown,
UgytYl3LD6H8LzJ1xJZ4AaABAg,yang pentingg kalo ada peluang usahakan dijadikan peluang goll jangan blunder di depann dan belakang intinya buat goll minimal biar rada amann toh kalo udh ada goll tuh mereka susah buat ngelicikin kita,pentingg kalo peluang usaha jadi peluang goll blunder depann inti goll minimal biar rada amann kalo udh goll tuh susah ngelicikin,,unknown,
UgxgVLiK9J5r-NrDN8V4AaABAg,jelas dan menerangkan proses,terang proses,,unknown,
UgxKWPlLvzNfEM1MZ1l4AaABAg,laporkan faktor non teknis ke khofifah karena khofifah itu kolega dari via valent,lapor faktor non teknis khofifah khofifah kolega via valent,,unknown,
UgzPdVRvYEtaXRBfdeF4AaABAg,udah komentarnya yang logika aja bos biar enak didenger,udah komentar logika aja bos biar enak didenger,,unknown,
UgzwoAS0j02cFrLW1aJ4AaABAg,bravo timnas,bravo timnas,patriotic_sadness,unknown,
Ugx7arsyjb0iDhK5yhJ4AaABAg,koach justin amazing,koach justin amazing,,unknown,
UgxiSU-mVoQ1FVc_PNt4AaABAg,bulan lgi guys,lgi guys,,unknown,
Ugx8rMl8T9-WrS0cvw54AaABAg,dah lempar handuk aja,dah lempar handuk aja,,unknown,
UgyKUGUzV6zXVpU7OaZ4AaABAg,apakah mungkin afc dibagi afc dan non afc asia tengah adis timur vdan adis tenggara lobi ke fifa,afc bagi afc non afc asia adis timur vdan adis tenggara lobi fifa,,unknown,
Ugwv-qWrOXoeSbaiUBt4AaABAg,betul juga yang berat non tekhnis yang di hadapi coba andai tempat nya yang netral,berat non tekhnis hadap coba andai nya netral,,unknown,
UgzVNRxQ7Pq3rh0yHA94AaABAg,kaya gitu doong mbak ngundang pembicara,kaya gitu doong mbak ngundang bicara,,unknown,
UgxmhF87yW9xpXE0R5N4AaABAg,kawan ini lagi,kawan,,unknown,
UgwzR4o9OLGBNGGqaZh4AaABAg,kita takut karena kita masih lemah,takut lemah,,unknown,
UgwtreuSnumIXBwENGl4AaABAg,kalau tidak mau di curangi harus cetak goll lebih dari,curang cetak goll,,unknown,
UgySajFrPX1tgVbdqbp4AaABAg,mual kalau demgar botak ngomong manusia ini kan yang si hajar nova sampai babak belur,mual demgar botak ngomong manusia si hajar nova babak bur,,unknown,
Ugx0JCjwUEYn-gQqqrF4AaABAg,kemenkum membiarkan narasumbernya dalam podcast ini menuding ada amplop dibalik afc dan keputusannya tanpa bukti,kemenkum biar narasumber podcast tuding amplop balik afc putus bukti,,unknown,
UgwZ_aM0R6YBW-n8tBt4AaABAg,oftimis aj yakin bisa,oftimis aj,,unknown,
Ugzug16dHntcvgWphCV4AaABAg,anjay kementrian hukum ngomonginnya bola,anjay tri hukum ngomonginnya bola,,unknown,
UgyJqxHo-H6TOPuuPQR4AaABAg,be tanding asma nya kumat batik,be tanding asma nya kumat batik,,unknown,
Ugy7lwSapbBII-CwUuB4AaABAg,afc salman cs plus sekjen afc winsor lagi memperlihatkan ke dunia sepak bola di asia lagi di rusak peserta ronde piala dunia tidak boleh jadi tuan rumah seperti qatar saudi di ronde piala dunia,afc salman cs plus sekjen afc winsor dunia sepak bola asia rusak serta ronde piala dunia tuan rumah qatar saudi ronde piala dunia,,unknown,
Ugx7zJSUStVhBnnHkwh4AaABAg,lebay juga ini kochi lama makin berlebihan sih ini orang,lebay kochi sih orang,,unknown,
Ugyg9MypmbBR5wNrqb54AaABAg,afcjancuk,afcjancuk,,unknown,
Ugy1W6XzajScEs03uqh4AaABAg,el plin plan bersabda,el plin plan sabda,,unknown,
UgzrUuvQf_1dyroPHEx4AaABAg,kita kalah sama amplop,kalah amplop,technical_performance,unknown,
UgzJRhuE4CcboM9LAPF4AaABAg,afc layak di demo,afc layak demo,,unknown,
Ugxpbne9oUw3fpjWH-J4AaABAg,marselino tertawa dipojokan,marselino tertawa pojok,,unknown,
UgxKGTO1LFukCgpZ9al4AaABAg,bangun bangun udah siang jangan mimpi terus,bangun bangun udah siang mimpi,,unknown,
UgyBlx8lkxVA9qoFvxZ4AaABAg,do akan yang terbaik aj,do baik aj,,unknown,
UgzAjmzukKduuli_aS94AaABAg,masih ada harapan tetap berjuang sampai akhir,harap juang,future_hope,unknown,
UgzUOdc9ms8yT71fe-N4AaABAg,timnas harus menang,timnas menang,patriotic_sadness,unknown,
Ugym_RIgnowJRTEF7Kx4AaABAg,bismillahirrahmanirrahim,bismillahirrahmanirrahim,,unknown,
Ugxsytgbau8s4ujKanx4AaABAg,seri aja udh hoki,seri aja udh hoki,,unknown,
UgwKch1vPqRfkY0LTXB4AaABAg,menit menuju piala duniaa,menit piala duniaa,,unknown,
UgyLm3AnWOqFdnZwkXd4AaABAg,sayur sayuri,sayur sayur,,unknown,
UgyVesgZq326SQDIxD94AaABAg,bismilah dejavu,bismilah dejavu,,unknown,
UgwSXFBPx_cssP7JnTZ4AaABAg,formasi ideal,formasi ideal,,unknown,
UgzjeNGruKnZTmaSU8J4AaABAg,indo arab,indo arab,,unknown,
UgxbPwvYdZHN3uokG3x4AaABAg,tunggu saja tuan rumah,tunggu tuan rumah,,unknown,
Ugxze0VwGRTQ90tc33B4AaABAg,indonesia pasti kalah,indonesia kalah,patriotic_sadness,unknown,
Ugzmf_LOrUVAty1Cgyd4AaABAg,apa yang di hitung lagi ndak ada masuk pada,hitung ndak masuk,,unknown,
UgwuH3ySAjFf39Nb4NB4AaABAg,persen kalah,persen kalah,technical_performance,unknown,
Ugx_iAg3-iwgMkmO5ll4AaABAg,insyaallah tidak lolos,insyaallah lolos,future_hope,unknown,
UgxITGymWbv5IuezGFF4AaABAg,semoga kalah,moga kalah,future_hope,unknown,
Ugxpbne9oUw3fpjWH-J4AaABAg,marselino tertawa dipojokan,marselino tertawa pojok,,unknown,
UgxKGTO1LFukCgpZ9al4AaABAg,bangun bangun udah siang jangan mimpi terus,bangun bangun udah siang mimpi,,unknown,
UgyBlx8lkxVA9qoFvxZ4AaABAg,do akan yang terbaik aj,do baik aj,,unknown,
UgzAjmzukKduuli_aS94AaABAg,masih ada harapan tetap berjuang sampai akhir,harap juang,future_hope,unknown,
UgzUOdc9ms8yT71fe-N4AaABAg,timnas harus menang,timnas menang,patriotic_sadness,unknown,
Ugym_RIgnowJRTEF7Kx4AaABAg,bismillahirrahmanirrahim,bismillahirrahmanirrahim,,unknown,
